Track name,Artist name,Album name,Spotify ID,Spotify URL,Taste Match,Mood,Local Filename
Who's Got Ya Love (Club Edit),DANK (USA),2018 September,4c1l80VTPkrhRYHJpqJwaw,https://open.spotify.com/track/4c1l80VTPkrhRYHJpqJwaw,95%,Gym / High Energy,DANK (USA) - Who's Got Ya Love (Club Edit) [www.slider.kz].mp3
Sweet Lullaby (Martin Mittone Remix),Deep,2017 May,63DbSt9yX4TPiCenkvvn0a,https://open.spotify.com/track/63DbSt9yX4TPiCenkvvn0a,95%,Gym / High Energy,Deep - Sweet Lullaby (Martin Mittone Remix).mp3
Airwash (Original Mix]),Deepshader & Nazca,2020 April,1JDbUJLabd3yWAes9qk2cV,https://open.spotify.com/track/1JDbUJLabd3yWAes9qk2cV,95%,Hypnotic Trance,Deepshader & Nazca - Airwash (Original Mix].mp3
We Didn't Love (Original Mix) [StereoBAR],Desusino Boys,2017 Febuary,13UxBxkgfD6XZQcAGXZ6NA,https://open.spotify.com/track/13UxBxkgfD6XZQcAGXZ6NA,95%,Gym / High Energy,Desusino Boys - We Didn't Love (Original Mix) [StereoBAR].mp3
Constant Sorrow (Original Mix),Dinka,2016 June,4mWMW7XTEsK57CVTmIWvyq,https://open.spotify.com/track/4mWMW7XTEsK57CVTmIWvyq,95%,Hypnotic Trance,Dinka - Constant Sorrow (Original Mix).mp3
Flowers (Sowlmate Remix),Diviners ft. Dom Robinson,2017 March,3t1aht10ibv7gh6aafV1iy,https://open.spotify.com/track/3t1aht10ibv7gh6aafV1iy,95%,Gym / High Energy,Diviners ft. Dom Robinson - Flowers (Sowlmate Remix).mp3
Techno Prank,Dubdogz,2020 May,2JqbTRtUZmkTIHxPyBkurQ,https://open.spotify.com/track/2JqbTRtUZmkTIHxPyBkurQ,95%,Gym / High Energy,Dubdogz - Techno Prank.mp3
It's Not Enough (Jozif's Voxatron Remix),Dusky,2017 May,35N6vLbB8EPnWrAXPXi3QT,https://open.spotify.com/track/35N6vLbB8EPnWrAXPXi3QT,95%,Gym / High Energy,Dusky - It's Not Enough (Jozif's Voxatron Remix).mp3
I See Fire (Kygo Remix),Ed Sheeran,2017 Febuary,1fu5IQSRgPxJL2OTP7FVLW,https://open.spotify.com/track/1fu5IQSRgPxJL2OTP7FVLW,95%,Gym / High Energy,Ed Sheeran - I See Fire (Kygo Remix).mp3
Next Level (original mix),Estiva,2016 June,0DETosHmtHU6ph6LhReOPH,https://open.spotify.com/track/0DETosHmtHU6ph6LhReOPH,95%,Gym / High Energy,Estiva - Next Level (original mix).mp3
Swing (Win & Woo Remix),EVVY,2017 November,6gZ7I9hebPoi6QmsQr59hh,https://open.spotify.com/track/6gZ7I9hebPoi6QmsQr59hh,95%,Gym / High Energy,EVVY - Swing (Win & Woo Remix).mp3
What To Do Now (Original Mix),Fabricio Pecanha,2017 March,3pMuBMooVHgZItvBNhFFJD,https://open.spotify.com/track/3pMuBMooVHgZItvBNhFFJD,95%,Gym / High Energy,Fabricio Pecanha - What To Do Now (Original Mix).mp3
Where Has Your Love Gone (Aleksey Beloozerov Remix]),Fawn & Digital Sixable,2020 April,3GFrO9rgUVSZ8u8PqCxk8C,https://open.spotify.com/track/3GFrO9rgUVSZ8u8PqCxk8C,95%,Hypnotic Trance,Fawn & Digital Sixable - Where Has Your Love Gone (Aleksey Beloozerov Remix].mp3
Winter Is All Over You (FG Remix),First Aid Kit,2017 March,2zpr8O5RgvUC0dxTZ25LoC,https://open.spotify.com/track/2zpr8O5RgvUC0dxTZ25LoC,95%,Gym / High Energy,First Aid Kit - Winter Is All Over You (FG Remix).mp3
Fire May Save You (Cesare Remix)[ ra² ],Frances,2019 July,58tLZbI10rRAbYo1lVFCuM,https://open.spotify.com/track/58tLZbI10rRAbYo1lVFCuM,95%,Gym / High Energy,Frances - Fire May Save You (Cesare Remix)[ ra² ] [www.slider.kz].mp3
Cross Winds (Richard Bass Remix),Gate Faze,2020 October,4KjK6wy54Mc7n7c3zixJST,https://open.spotify.com/track/4KjK6wy54Mc7n7c3zixJST,95%,Hypnotic Trance,Gate Faze - Cross Winds (Richard Bass Remix).mp3
First & Last (Glastrophobie Remix),GEMOLOGY,2017 March,2e3NJBZLnnISI2fysTDYQB,https://open.spotify.com/track/2e3NJBZLnnISI2fysTDYQB,95%,Gym / High Energy,GEMOLOGY - First & Last (Glastrophobie Remix).mp3
Tom's Diner [Original mix] [SM],Gianni Kosta,2017 March,0oA9wBGDY4uyILLg4GymWP,https://open.spotify.com/track/0oA9wBGDY4uyILLg4GymWP,95%,Gym / High Energy,Gianni Kosta - Tom's Diner [Original mix] [SM].mp3
Evening Flight (Jon Bach Remix),Gregory,2017 May,3DLnGwtA7DUYF4BqQfPsuX,https://open.spotify.com/track/3DLnGwtA7DUYF4BqQfPsuX,95%,Gym / High Energy,Gregory - Evening Flight (Jon Bach Remix).mp3
Lucky (Glastrophobie Remix),Hafdis Huld,2017 March,6T3WfvHV86MYGIWlJXd5Pj,https://open.spotify.com/track/6T3WfvHV86MYGIWlJXd5Pj,95%,Gym / High Energy,Hafdis Huld  - Lucky (Glastrophobie Remix).mp3
Way Ahead of Me (Original Mix),Hysteria! & Jan Martin,2019 July,7h9dxnYfoP1q4rFZT0TEvW,https://open.spotify.com/track/7h9dxnYfoP1q4rFZT0TEvW,95%,Hypnotic Trance,Hysteria! & Jan Martin - Way Ahead of Me (Original Mix) [www.slider.kz].mp3
Heaven (DJ Asher Remix),INNA,2016 December,6KKMScVZhJFtd1M6IUEYBg,https://open.spotify.com/track/6KKMScVZhJFtd1M6IUEYBg,95%,Gym / High Energy,INNA - Heaven (DJ Asher Remix).mp3
Only You (Alex H Remix)[PM],"James Lowndes, Paul Lowndes",2018 December,2fSp6Vfl5n68HVypQ5WoL8,https://open.spotify.com/track/2fSp6Vfl5n68HVypQ5WoL8,95%,Hypnotic Trance,"James Lowndes, Paul Lowndes - Only You (Alex H Remix)[PM] [www.slider.kz].mp3"
Would I Lie (Innomine bootleg remix),Jamie Woon,2017 Febuary,4PdJSsESm34djLfBde9Pr2,https://open.spotify.com/track/4PdJSsESm34djLfBde9Pr2,95%,Gym / High Energy,Jamie Woon - Would I Lie (Innomine bootleg remix).mp3
The Secret Life of Us (Director's Cut Signature Mix),"Joey Negro, The Sunburst Band, Frankie Knuckles",2019 April,7oGHk1oV75xpM2oXnjE4m3,https://open.spotify.com/track/7oGHk1oV75xpM2oXnjE4m3,95%,Gym / High Energy,"Joey Negro, The Sunburst Band, Frankie Knuckles - The Secret Life of Us (Director's Cut Signature Mix) [www.slider.kz].mp3"
Blue Dream (Original Mix),Jon,2017 May,6PFF5yUbzQwH7O0RMUKVZs,https://open.spotify.com/track/6PFF5yUbzQwH7O0RMUKVZs,95%,Gym / High Energy,Jon - Blue Dream (Original Mix).mp3
A Distant Space (Original Mix),Justin,2017 May,7dkDpTP7zwaAAvaqlghFMD,https://open.spotify.com/track/7dkDpTP7zwaAAvaqlghFMD,95%,Gym / High Energy,Justin - A Distant Space (Original Mix).mp3
Castle In The Snow [Ivan Spell Remix](160115),Kadebostany,2017 Febuary,7KZw49EgpR1BxOAzy5WIXx,https://open.spotify.com/track/7KZw49EgpR1BxOAzy5WIXx,95%,Gym / High Energy,Kadebostany - Castle In The Snow [Ivan Spell Remix](160115).mp3
All I Need (Dub Mix]),Kaisa Martina & Denis Laurent,2020 April,2SgxHL2VrcNHAkPl7ikXfo,https://open.spotify.com/track/2SgxHL2VrcNHAkPl7ikXfo,95%,Gym / High Energy,Kaisa Martina & Denis Laurent - All I Need (Dub Mix].mp3
Progressive Soul,Kalsy,2018 December,1XCbbMW6DwpKHIKAhQ7xSs,https://open.spotify.com/track/1XCbbMW6DwpKHIKAhQ7xSs,95%,Hypnotic Trance,Kalsy - Progressive Soul [www.slider.kz].mp3
Wonderful People (Original Mix]),Kamron Schrader,2020 October,1dr9SqWoQsCq8wzuRbZIdB,https://open.spotify.com/track/1dr9SqWoQsCq8wzuRbZIdB,95%,Hypnotic Trance,Kamron Schrader - Wonderful People (Original Mix].mp3
Bonzai (Lumidelic Remix),Keith Harris,2020 October,68jCn3fm2SDBRcCTCX9Yg6,https://open.spotify.com/track/68jCn3fm2SDBRcCTCX9Yg6,95%,Hypnotic Trance,Keith Harris - Bonzai (Lumidelic Remix).mp3
The Last Stand (Biologik Remix]),Koda,2020 April,08HxWD0TUiBWPbqRYxCjkj,https://open.spotify.com/track/08HxWD0TUiBWPbqRYxCjkj,95%,Hypnotic Trance,Koda - The Last Stand (Biologik Remix].mp3
New Way To Be Happy (Matvey Emerson Remix),"Le Visiteur, Jova Radevska",2017 Febuary,36d6jYjM0djQZFXWsAfWpa,https://open.spotify.com/track/36d6jYjM0djQZFXWsAfWpa,95%,Gym / High Energy,"Le Visiteur, Jova Radevska - New Way To Be Happy (Matvey Emerson Remix).mp3"
New Way To Be Happy (Mitchell Southam Remix),"Le Visiteur, Jova Radevska",2017 Febuary,36d6jYjM0djQZFXWsAfWpa,https://open.spotify.com/track/36d6jYjM0djQZFXWsAfWpa,95%,Gym / High Energy,"Le Visiteur, Jova Radevska - New Way To Be Happy (Mitchell Southam Remix).mp3"
Bleeding Love (Maxim Andreev Nu Disco Mix),Leona Lewis,2017 April,7wZUrN8oemZfsEd1CGkbXE,https://open.spotify.com/track/7wZUrN8oemZfsEd1CGkbXE,95%,Gym / High Energy,Leona Lewis - Bleeding Love (Maxim Andreev Nu Disco Mix).mp3
Evening Embrace (Lumidelic Remix),Leonety,2018 December,5cjnYXEz2XW3Wy8FZZ3v4Z,https://open.spotify.com/track/5cjnYXEz2XW3Wy8FZZ3v4Z,95%,Hypnotic Trance,Leonety - Evening Embrace (Lumidelic Remix) [www.slider.kz].mp3
Ever After (Hazem Beltagui's Sunset Mix),Lessov,2017 May,2vmdYfQh4RFEd2V69HKRNc,https://open.spotify.com/track/2vmdYfQh4RFEd2V69HKRNc,95%,Hypnotic Trance,Lessov - Ever After (Hazem Beltagui's Sunset Mix).mp3
Party Rock Anthem,LMFAO ft. Lauren Bennett & Goonrock,2018 June,0yI5rX9iTeOOzpHCpST8eX,https://open.spotify.com/track/0yI5rX9iTeOOzpHCpST8eX,95%,Hypnotic Trance,LMFAO ft. Lauren Bennett & Goonrock - Party Rock Anthem.mp3
If The Stars Could Speak (LTN Remix),LTN,2017 May,4b8BuloYTTv92mgyJazoeZ,https://open.spotify.com/track/4b8BuloYTTv92mgyJazoeZ,95%,Hypnotic Trance,LTN - If The Stars Could Speak (LTN Remix).mp3
Magic Garden (2018 Rework),Lumidelic,2018 December,3qf36vElzwAP8CyWDQlJhW,https://open.spotify.com/track/3qf36vElzwAP8CyWDQlJhW,95%,Hypnotic Trance,Lumidelic - Magic Garden (2018 Rework) [www.slider.kz].mp3
Synesthesia (Original Mix),Lumidelic,2018 December,5rwv9bFZrw2ywfKtvf5TMe,https://open.spotify.com/track/5rwv9bFZrw2ywfKtvf5TMe,95%,Hypnotic Trance,Lumidelic - Synesthesia (Original Mix) [www.slider.kz].mp3
Wanderlust (Cj Stone Remix) (2015),Mad Kingz,2018 August,3Fy4C4vfZ4UX3UwZCV3qzk,https://open.spotify.com/track/3Fy4C4vfZ4UX3UwZCV3qzk,95%,Gym / High Energy,485 - Mad Kingz - Wanderlust (Cj Stone Remix) (2015).mp3
Sayonara (original mix),Mango,2017 May,4kQgw42XXtflmarri3Od0d,https://open.spotify.com/track/4kQgw42XXtflmarri3Od0d,95%,Hypnotic Trance,Mango - Sayonara (original mix).mp3
Sunahama (Original Mix),Mango,2017 May,4SXSwG7Y9e708P3dyE7BOO,https://open.spotify.com/track/4SXSwG7Y9e708P3dyE7BOO,95%,Hypnotic Trance,Mango - Sunahama (Original Mix).mp3
That's Love (Matt DiMona Remix),Marc E. Bassy & Ty Dolla $ign,2018 August,2TTR0ttcMdSzeprkoxBTcE,https://open.spotify.com/track/2TTR0ttcMdSzeprkoxBTcE,95%,Gym / High Energy,19 Marc E. Bassy & Ty Dolla $ign - That's Love (Matt DiMona Remix).mp3
Superman (Original Mix),Mat,2016 June,4woTEX1wYOTGDqNXuavlRC,https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC,95%,Gym / High Energy,Mat - Superman (Original Mix).mp3
Sixty Six (Original Mix),Matt,2017 May,3CAir1B1lmq0FfU4qbBQeJ,https://open.spotify.com/track/3CAir1B1lmq0FfU4qbBQeJ,95%,Gym / High Energy,Matt - Sixty Six (Original Mix).mp3
Apollo (Original Mix),MATZINGHA,2017 April,2qPj9IVIlNt8N0k7ImG5Eg,https://open.spotify.com/track/2qPj9IVIlNt8N0k7ImG5Eg,95%,Gym / High Energy,MATZINGHA -  Apollo (Original Mix).mp3
I'm Movin On (West.K Remix),Maxim Kurtys Feat. Becky Rutherford,2019 August,6wpHpEJxCbkrWzAvytDgzo,https://open.spotify.com/track/6wpHpEJxCbkrWzAvytDgzo,95%,Gym / High Energy,Maxim Kurtys Feat. Becky Rutherford - I'm Movin On (West.K Remix).mp3
I'm Movin On (Alexander Hristov Remix),"Maxim Kurtys, Becky Rutherford",2019 July,5GT057VDRV3hpGaOZavj5j,https://open.spotify.com/track/5GT057VDRV3hpGaOZavj5j,95%,Gym / High Energy,"Telegram- @DeepHouse_cafe - Maxim Kurtys, Becky Rutherford - I'm Movin On (Alexander Hristov Remix) [www.slider.kz].mp3"
Eyes Wide ( Back Whistle Remix),Meadowlark,2017 March,3v5jwygCCHqghrB628F0qA,https://open.spotify.com/track/3v5jwygCCHqghrB628F0qA,95%,Gym / High Energy,Meadowlark - Eyes Wide ( Back Whistle Remix).mp3
The Latin Track (Original Mix),Mele,2020 May,3KMTY5Ozj9JXzt0iy70OKX,https://open.spotify.com/track/3KMTY5Ozj9JXzt0iy70OKX,95%,Gym / High Energy,Mele - The Latin Track (Original Mix).mp3
Cooler Than Me (Single Mix),Mike Posner,2020 April,2V4bv1fNWfTcyRJKmej6Sj,https://open.spotify.com/track/2V4bv1fNWfTcyRJKmej6Sj,95%,Gym / High Energy,Mike Posner - Cooler Than Me (Single Mix).mp3
I Took A Pill In Ibiza (Seeb Remix) (Explicit),Mike Posner,2020 May,0vbtURX4qv1l7besfwmnD8,https://open.spotify.com/track/0vbtURX4qv1l7besfwmnD8,95%,Gym / High Energy,Mike Posner - I Took A Pill In Ibiza (Seeb Remix) (Explicit) (320 kbps) ().mp3
Feeling Good (Original Mix),"Mollono.Bass, Ava Asante",2018 August,08kUvBzSfcVIsR6oo4d4Np,https://open.spotify.com/track/08kUvBzSfcVIsR6oo4d4Np,95%,Gym / High Energy,"#ODM▶DEEPOGRAF® - Mollono.Bass, Ava Asante - Feeling Good (Original Mix) [www.slider.kz].mp3"
Get on the Floor (Original Mix),Naxsy,2017 March,1aHzFmZL4HkSUo9ZxHW7i5,https://open.spotify.com/track/1aHzFmZL4HkSUo9ZxHW7i5,95%,Gym / High Energy,Naxsy - Get on the Floor (Original Mix).mp3
One More Time (Solarity Vocal Mix),Noel,2017 May,6bwfyJcDT7mZO0NfosYfEn,https://open.spotify.com/track/6bwfyJcDT7mZO0NfosYfEn,95%,Gym / High Energy,Noel - One More Time (Solarity Vocal Mix).mp3
Restless (Signalrunners Remix),Oliver,2017 May,3anaNa5x0b07Z4KUKkZ9ug,https://open.spotify.com/track/3anaNa5x0b07Z4KUKkZ9ug,95%,Hypnotic Trance,Oliver - Restless (Signalrunners Remix).mp3
Friendships (Original Mix),Pascal Letoublon,2020 June,0ztqey3VhIZ3WINFu8kCo1,https://open.spotify.com/track/0ztqey3VhIZ3WINFu8kCo1,95%,Gym / High Energy,Pascal Letoublon - Friendships (Original Mix).mp3
Summer Vibes (Forteba Remix]),Peter Illias,2020 April,0NK4uMzSjB6sczeP257fVX,https://open.spotify.com/track/0NK4uMzSjB6sczeP257fVX,95%,Gym / High Energy,Peter Illias - Summer Vibes (Forteba Remix].mp3
In The Air Tonight (Panski & John Skyfield Remix),Phil Collins,2018 December,18AXbzPzBS8Y3AkgSxzJPb,https://open.spotify.com/track/18AXbzPzBS8Y3AkgSxzJPb,95%,Gym / High Energy,Phil Collins  -  In The Air Tonight  (Panski & John Skyfield Remix) [www.slider.kz].mp3
Heavens (Original Mix) (WCM),Pitt Leffer & Robert Cristian,2018 August,2QBX5NQRU9xdYztDt9e81m,https://open.spotify.com/track/2QBX5NQRU9xdYztDt9e81m,95%,Gym / High Energy,Pitt Leffer & Robert Cristian - Heavens  (Original Mix) (WCM) [www.slider.kz].mp3
Symmetry (Infinity State Remix]),Richard Bass,2020 October,3VDOvnz3MyGw2QBuOQpOeB,https://open.spotify.com/track/3VDOvnz3MyGw2QBuOQpOeB,95%,Hypnotic Trance,Richard Bass - Symmetry (Infinity State Remix].mp3
Wonderful Nights,Richard Bass & South Pole,2020 October,0cehZvfIRNkXFmFpIuvqed,https://open.spotify.com/track/0cehZvfIRNkXFmFpIuvqed,95%,Hypnotic Trance,Richard Bass & South Pole - Wonderful Nights.mp3
Last Sunset,Roald Velden,2019 April,4h9gG7vJ1ajiUsLJoAMQZk,https://open.spotify.com/track/4h9gG7vJ1ajiUsLJoAMQZk,95%,Hypnotic Trance,Roald Velden - Last Sunset [www.slider.kz].mp3
Without Regret (Original Mix),Roald Velden,2019 April,0Nuw5taw5s7gd76RDMcEHQ,https://open.spotify.com/track/0Nuw5taw5s7gd76RDMcEHQ,95%,Hypnotic Trance,Roald Velden - Without Regret (Original Mix) [www.slider.kz].mp3
Is It Love (Original Mix),"SevenEver, Svet",2018 August,7tsuo9HzsfWzzUDf5i7C6m,https://open.spotify.com/track/7tsuo9HzsfWzzUDf5i7C6m,95%,Gym / High Energy,"SevenEver, Svet - Is It Love (Original Mix) [www.slider.kz].mp3"
Move On (Original Mix),Shingo,2016 June,6CSTZXJaLBAqGDiyhMENDt,https://open.spotify.com/track/6CSTZXJaLBAqGDiyhMENDt,95%,Hypnotic Trance,Shingo - Move On (Original Mix).mp3
Silver Medallion - Slave (The Girls Can Hear Us Remix),Silver Medallion,2018 December,3uCyVCR7oMoCoi80PLa1Ff,https://open.spotify.com/track/3uCyVCR7oMoCoi80PLa1Ff,95%,Gym / High Energy,Silver Medallion - Silver Medallion - Slave (The Girls Can Hear Us Remix)  [www.slider.kz].mp3
Beautiful Change (Zan Prevee Dub Remix]),"SNR,Rikkaz, Jan Johnston",2020 April,3K3xNSl8qTZxUn3iX7uCnM,https://open.spotify.com/track/3K3xNSl8qTZxUn3iX7uCnM,95%,Hypnotic Trance,"SNR,Rikkaz, Jan Johnston - Beautiful Change (Zan Prevee Dub Remix].mp3"
More (LTN Extended Remix),Somna,2020 October,0jS9Y3DVAIxcYLzJlyau50,https://open.spotify.com/track/0jS9Y3DVAIxcYLzJlyau50,95%,Hypnotic Trance,Somna - More (LTN Extended Remix).mp3
About You (Original Mix]),Sound Quelle,2020 April,4AkbnzvZgoEuC1GOVNw9qb,https://open.spotify.com/track/4AkbnzvZgoEuC1GOVNw9qb,95%,Hypnotic Trance,Sound Quelle - About You (Original Mix].mp3
Antigua,Sunlight Project,2020 October,4JefheUixt5ZKDdkPlo1mk,https://open.spotify.com/track/4JefheUixt5ZKDdkPlo1mk,95%,Hypnotic Trance,Sunlight Project - Antigua.mp3
Desert Flower,Sunlight Project,2020 October,0IXX8nLaWqJ7z8Zbe8YA9N,https://open.spotify.com/track/0IXX8nLaWqJ7z8Zbe8YA9N,95%,Hypnotic Trance,Sunlight Project - Desert Flower.mp3
What I Wanted (Denis Neve Remix),Sunlight Project,2020 October,2KmS4tAa0XegfGt5LOHCsj,https://open.spotify.com/track/2KmS4tAa0XegfGt5LOHCsj,95%,Hypnotic Trance,Sunlight Project - What I Wanted (Denis Neve Remix).mp3
Savannah (Original mix),"Talamanca, Roald Velden & Morrison Kiers",2017 November,02z64UucLKm2ffPwFEP7FG,https://open.spotify.com/track/02z64UucLKm2ffPwFEP7FG,95%,Hypnotic Trance,"Talamanca, Roald Velden & Morrison Kiers -  Savannah (Original mix).mp3"
A Call From the Future (Konektiv Remix]),Technical Lovers,2020 April,3KZXI9CGYW1eoGP6q6swgq,https://open.spotify.com/track/3KZXI9CGYW1eoGP6q6swgq,95%,Hypnotic Trance,Technical Lovers - A Call From the Future (Konektiv Remix].mp3
The Last Ones Standing (Original Mix ),Tep No,2017 Febuary,2lraO4YutU0N07ZXiFXHwz,https://open.spotify.com/track/2lraO4YutU0N07ZXiFXHwz,95%,Gym / High Energy,Tep No -  The Last Ones Standing (Original Mix ).mp3
Just Let Me (Original Mix),Tesal & Giulia Jean,2019 August,3pd5mecEBkzJHCCmED24uI,https://open.spotify.com/track/3pd5mecEBkzJHCCmED24uI,95%,Gym / High Energy,Tesal & Giulia Jean - Just Let Me (Original Mix).mp3
Gotta Have U (Original Mix),Touch And Go,2017 March,3Mbj3KSy9EOA8m0ybqCXG9,https://open.spotify.com/track/3Mbj3KSy9EOA8m0ybqCXG9,95%,Gym / High Energy,Touch And Go - Gotta Have U (Original Mix).mp3
Flowers (Bruno Motta Remix),"Tramp2Heaven, Bruno Motta",2019 July,4nAgnLecS9JrsMsKjjXITV,https://open.spotify.com/track/4nAgnLecS9JrsMsKjjXITV,95%,Gym / High Energy,"Tramp2Heaven, Bruno Motta - Flowers (Bruno Motta Remix) [www.slider.kz].mp3"
Sweet Disposition (Leandro da Silva Remix),Tribú,2020 July,0DkDdziZQNIyJ0EWVLi5f6,https://open.spotify.com/track/0DkDdziZQNIyJ0EWVLi5f6,95%,Gym / High Energy,Tribú - Sweet Disposition (Leandro da Silva Remix).mp3
Departures (Yuri Kane Remix),Trilucid,2016 June,5yEDq2zYJhL5F9kwc7Eyma,https://open.spotify.com/track/5yEDq2zYJhL5F9kwc7Eyma,95%,Hypnotic Trance,Trilucid - Departures (Yuri Kane Remix).mp3
Stressed Out (Bruno Be & Ownboss Remix),Twenty One Pilots,2016 December,05aSRUb2615HpHdFLDEtOT,https://open.spotify.com/track/05aSRUb2615HpHdFLDEtOT,95%,Gym / High Energy,Twenty One Pilots  - Stressed Out (Bruno Be & Ownboss Remix).mp3
babylonia-mahmut-orhan-feat-sena-sener-feel-original-mix-preview,Various Artists,2016 June,7Is0OPWVcN8DdZpcNuClcy,https://open.spotify.com/track/7Is0OPWVcN8DdZpcNuClcy,95%,Gym / High Energy,babylonia-mahmut-orhan-feat-sena-sener-feel-original-mix-preview[mp3freex].mp3
blonde-feat-melissa-steel-i-loved-you-extended-mix,Various Artists,2016 November,03sVr0WuOZzHWDauRcVDiM,https://open.spotify.com/track/03sVr0WuOZzHWDauRcVDiM,95%,Gym / High Energy,blonde-feat-melissa-steel-i-loved-you-extended-mix[mp3freex].mp3
diversion-ft-tania-zygar-bright-lights-original-mix,Various Artists,2016 November,4XVEuDJtDIAkZfIh3zcHCa,https://open.spotify.com/track/4XVEuDJtDIAkZfIh3zcHCa,95%,Gym / High Energy,diversion-ft-tania-zygar-bright-lights-original-mix[mp3freex].mp3
fly-o-tech-funk-me-down-original-mix,Various Artists,2016 June,3wybC6LbkIf5JoznTcrRUe,https://open.spotify.com/track/3wybC6LbkIf5JoznTcrRUe,95%,Gym / High Energy,fly-o-tech-funk-me-down-original-mix[mp3freex].mp3
jay-sean-ride-it-bentley-grey-remix,Various Artists,2016 June,56AMYGJzxBO6p8v0wEe9de,https://open.spotify.com/track/56AMYGJzxBO6p8v0wEe9de,95%,Gym / High Energy,jay-sean-ride-it-bentley-grey-remix[mp3freex].mp3
me-amp-my-toothbrush-sundown-croatia-squad-remix-enormous-tunes,Various Artists,2016 June,5MImt0I0G5E4ErPXT8l4tC,https://open.spotify.com/track/5MImt0I0G5E4ErPXT8l4tC,95%,Gym / High Energy,me-amp-my-toothbrush-sundown-croatia-squad-remix-enormous-tunes[mp3freex].mp3
new-world-sound-amp-thomas-newson-flute-original-mix,Various Artists,2016 June,3atriedqbOamjcbIK5Plaj,https://open.spotify.com/track/3atriedqbOamjcbIK5Plaj,95%,Gym / High Energy,new-world-sound-amp-thomas-newson-flute-original-mix[mp3freex].mp3
oh-wonder-all-we-do-achtabahn-remix,Various Artists,2016 June,5NEKjqTQPKiqOiOG8YxLdS,https://open.spotify.com/track/5NEKjqTQPKiqOiOG8YxLdS,95%,Gym / High Energy,oh-wonder-all-we-do-achtabahn-remix[mp3freex].mp3
onebyone-i-wanna-feel-original-mix,Various Artists,2016 November,3wb4iqwGfKARDluEnjdxAZ,https://open.spotify.com/track/3wb4iqwGfKARDluEnjdxAZ,95%,Gym / High Energy,onebyone-i-wanna-feel-original-mix[mp3freex].mp3
Remady Manu L In My Dreams ( REMIX ),Various Artists,2017 March,2WEk2wwMzTJDa4eOyo9IcT,https://open.spotify.com/track/2WEk2wwMzTJDa4eOyo9IcT,95%,Gym / High Energy,Remady  Manu L   In My Dreams ( REMIX ).mp3
route-94-ft-jess-glynne-my-love-tom-budin-remix,Various Artists,2016 November,4N1MFKjziFHH4IS3RYYUrU,https://open.spotify.com/track/4N1MFKjziFHH4IS3RYYUrU,95%,Gym / High Energy,route-94-ft-jess-glynne-my-love-tom-budin-remix[mp3freex].mp3
royksopp-here-she-comes-again-dj-antonio-remix,Various Artists,2016 June,1te1tkSJOUJwMxq6nNqie0,https://open.spotify.com/track/1te1tkSJOUJwMxq6nNqie0,95%,Gym / High Energy,royksopp-here-she-comes-again-dj-antonio-remix[mp3freex].mp3
shana-out-original-mix,Various Artists,2016 June,6p5DYy9z9bFH89dzFVjb0j,https://open.spotify.com/track/6p5DYy9z9bFH89dzFVjb0j,95%,Gym / High Energy,shana-out-original-mix[mp3freex].mp3
sonnengruss-storyteller-vijay-amp-sofia-zlatko-remix-sm,Various Artists,2016 June,0DNyWmZMk8S1ErQ7TVAjbP,https://open.spotify.com/track/0DNyWmZMk8S1ErQ7TVAjbP,95%,Gym / High Energy,sonnengruss-storyteller-vijay-amp-sofia-zlatko-remix-sm[mp3freex].mp3
tali-muss-you-know-original-mix,Various Artists,2016 June,0EVYAO4BuT1DqiRfErpxll,https://open.spotify.com/track/0EVYAO4BuT1DqiRfErpxll,95%,Gym / High Energy,tali-muss-you-know-original-mix[mp3freex].mp3
three_drives-greece_2000__original_mix-tgx,Various Artists,2019 August,4MJtNThu1V9UzfOiujtgLu,https://open.spotify.com/track/4MJtNThu1V9UzfOiujtgLu,95%,Gym / High Energy,04-three_drives-greece_2000__original_mix-tgx.mp3
Living The Moment (Original Mix),Vinylsurfer,2018 August,4jCmASszVXwzBpNQfl9Dc0,https://open.spotify.com/track/4jCmASszVXwzBpNQfl9Dc0,95%,Gym / High Energy,Vinylsurfer - Living The Moment (Original Mix) [www.slider.kz].mp3
Between The Devil And The Deep Blue Sea (Matt DiMona Remix),XYLØ,2018 August,3FqE5nHIx0VAZ9AMvfwE8J,https://open.spotify.com/track/3FqE5nHIx0VAZ9AMvfwE8J,95%,Gym / High Energy,XYLØ - Between The Devil And The Deep Blue Sea (Matt DiMona Remix).mp3
Nazali Mabe,4th Dimension,2017 March,36g0zON7pp2QPYFRLeDd8t,https://open.spotify.com/track/36g0zON7pp2QPYFRLeDd8t,94%,Retro Dance & Pop-Rock,4th Dimension - Nazali Mabe.mp3
Beyond The Moon,A.M.R & Ai Takekawa,2018 December,58XmNUTCCPqzFNAD78qoQ6,https://open.spotify.com/track/58XmNUTCCPqzFNAD78qoQ6,94%,Retro Dance & Pop-Rock,A.M.R & Ai Takekawa - Beyond The Moon  [www.slider.kz].mp3
My Own Little World,Afterglow,2020 July,48iE8wisGgWv58z7ovsmw4,https://open.spotify.com/track/48iE8wisGgWv58z7ovsmw4,94%,Retro Dance & Pop-Rock,Afterglow - My Own Little World.mp3
