Track name,Artist name,Album name,Spotify ID,Spotify URL,Taste Match,Mood,Local Filename
Hyang),I Love You 사랑해요 (Delightful Girl Choon),Root,,,87%,Retro Dance & Pop-Rock,I Love You 사랑해요 (Delightful Girl Choon-Hyang).mp3
Show me love 2007,Ibiza Music United,Root,,,87%,Retro Dance & Pop-Rock,Ibiza Music United - Show me love 2007.mp3
Yiruma,If I Could See You Again,Root,,,87%,Buddha Bar Lounge,If I Could See You Again - Yiruma.mp3
Endless,INNA,Root,,,87%,Retro Dance & Pop-Rock,13 - Inna - Endless.mp3
Sun Is Up MP3 download _ MyFreeMp3.eu,INNA,Root,,,87%,Retro Dance & Pop-Rock,INNA - Sun Is Up MP3 download _ MyFreeMp3.eu.MP3
Falling In Love,Ironik ft Jessica Lowndes,Root,,,87%,Retro Dance & Pop-Rock,Ironik ft Jessica Lowndes - Falling In Love (Official Music Video).mp3
Seven Days In Sunny June,Jamiroquai,Root,,,87%,Retro Dance & Pop-Rock,Jamiroquai - Seven Days In Sunny June.mp3
It Girl,Jason Derulo,Root,,,87%,Retro Dance & Pop-Rock,Jason Derulo - It Girl.mp3
Whatcha Say,Jason Derulo,Root,,,87%,Retro Dance & Pop-Rock,Jason Derulo - Whatcha Say (Video).mp3
I'm In Heaven,Jason Nevins pres. Holly James,Root,,,87%,Retro Dance & Pop-Rock,Jason Nevins pres. Holly James - I'm In Heaven (OFFICIAL VIDEO).mp3
Young Forever,JAY-Z ft. Mr Hudson,Root,,,87%,Retro Dance & Pop-Rock,forever young JAY-Z lyrics.mp3
Dutchican Soul,Jazz It Up,Root,,,87%,Retro Dance & Pop-Rock,Jazz It Up - Dutchican Soul.mp3
If You Had My Love (Pablo Flores Remix),Jennifer Lopez,Root,,,87%,Retro Dance & Pop-Rock,If You Had My Love [Pablo Flores Remix] FULL LENGHT.mp3
Crush,Jennifer Paige,Root,,,87%,Retro Dance & Pop-Rock,Jennifer Paige Crush.mp3
